id,category,productName,description
106,gaming laptops notebook computers,asus 16 rog strix g16 laptop intel core i713650hx geforce rtx 4050 1920x 1200 windows 11,intel core i713650hx 14core processor wifi 6e 2x2160 gig and bluetooth 52 16 antiglare ips fhd 1920 x 1200 250nits 165hz display nvidia geforce rtx 4050 6gb backlit chiclet 4zone rgb keyboard
107,gaming laptops notebook computers,lenovo loq 156 gaming laptop 13th gen intel core i513420h geforce rtx 2050 144hz 1080p windows 11,13th gen intel core i513420h 8core processor nvidia geforce rtx 2050 4gb wifi 6 2x2160 gig and bluetooth 50 156 ips lcd with ledbacklight fhd 1920 x 1080 144hz display microsoft windows 11 home
108,gaming laptops notebook computers,lenovo legion 5i pro 16 gaming laptop 11th gen intel core i711800h 165hz 2560 x 1600 display storm gray windows 11,microsoft windows 11 home 11th gen intel core i711800h processor wifi 6 2x2160 gig and bluetooth 50 nvidia geforce rtx 3050 4gb 16 ledbacklit anti glare ips wqxga 2560 x 1600 165hz display
109,gaming laptops notebook computers,hp victus 161 laptop 13th gen intel core i713700h geforce rtx 4070 1080p 144hz,13th gen intel core i713700h 14core processor wifi 6e 2x2160 gig and bluetooth 53 nvidia geforce rtx 4070 8gb 1zone rgb backlit keyboard with numeric keypad and integrated webcam 161 microedge ips fhd 1920 x 1080 250nits 144hz display
110,hard drives ssd storage,sandisk 1tb extreme go ssd,up to 1050mbs read speed 1000mbs write speed ruggedized water dust resistant hardware encryption and memory zone file management includes rescuepro deluxe 2 year free download offer
111,hard drives ssd storage,lexar highperformance 1tb nvme portable ssd and 64gb usbc dual drive storage bundle,bundle includes nvme portable ssd 1tb dual drive usb typec 64gb usbctoc cable and a usbctousba cable nvme portable ssd up to 2000mbs read speed 2000mbs write speed dual drive usb typec up to 130 mbs read speed 
112,hard drives ssd storage,samsung 2tb portable ssd t7 touch,personalized security shockresistance construction advanced heat control compact durable design simple setup
113,hard drives ssd storage,sandisk extreme 400gb microsd card with adapter,read speed up to 160mbs rated a2 for faster app loading and performance2 good for 4k video waterproof limited lifetime warranty
114,headphones earbuds,airpods pro 2nd generation with magsafe case usbc with applecare included,applecare for headphones included up to 2x active noise cancellation personalized spatial audio conversation awareness magsafe charging case usbc
115,headphones earbuds,apple airpods 3rd generation with magsafe charging case,spatial audio with dynamic head tracking places sound all around you adaptive eq automatically tunes music to your ears allnew contoured design force sensor lets you easily control your entertainment answer or end calls and more sweat and water resistant
116,headphones earbuds,beats studio pro wireless bluetooth noise cancelling headphones with applecare included,active noise cancelling anc and transparency mode spatial audio with dynamic head tracking for 360 sound up to 40 hours of battery life anc off enhanced apple and android compatibility usbc audio4 class 1 bluetooth and 35mm input
117,headphones earbuds,beats flex wireless earphones,magnetic earbuds with autoplaypause up to 12 hours of listening time flexform cable and four eartip options class 1 bluetooth 50 compatible with apple and android
118,headphones earbuds,beats studio buds true wireless noise cancelling earbuds with applecare included,active noise cancelling anc adapts to your personal fit to keep you immersed in the music transparency mode blends your listening experience with the world around you up to 36 hours of total battery life 9hour earbuds 27hour charging case sweat and water resistant earbuds ipx4rated pocketsized charging case with usbc connector
119,headphones earbuds,powerbeats pro true wireless earbuds navy,true wireless highperformance earphones up to 9 hours of listening time more than 24 hours with charging case adjustable securefit earhook sweat water resistant earphones volume and track controls on each earbud
120,headphones earbuds,sony wh1000xm5 wireless noisecanceling overtheear headphones black,30 apple credit included noise canceling bluetooth 52 voice control touch control crystal clear handsfree calling fast pair easy pair supported
121,headphones earbuds,bowers wilkins px7 s2 headphones,30 hour battery life premium design for comfortable fit custom 40mm angled drive units for immersive soundstage optimized proprietary noise cancellation technology 6 microphones work together to improve call quality
122,headphones earbuds,skullcandy sesh anc true wireless headphones,4mic hybrid anc 32 hours of battery life with anc true wireless with bt v52 dual noise reducing microphones
123,home security systems cameras,arlo essential outdoor 2k camera 2nd generation 3pack with 3 solar panels,wirefree camera with rechargeable battery 2k video color night vision with integrated spotlight integrated siren 2way audio
124,home security systems cameras,ring alarm 8piece home security kit gen 2 with included panic button motion detector and contact sensors,easy installation no tools required secure doors windows with 3 contact sensors detect motion in 1 room with the motion detector sound the alarm with the included panic button 24hour backup battery
125,home security systems cameras,ring battery doorbell plus and indoor cam gen 2 with included manual privacy cover,hd video plugin compact indoor cam live view twoway talk doorbell includes a rechargeable battery pack cam features manual privacy cover and siren
126,home security systems cameras,ring security floodlight cam wired pro with stick up cam battery 3rd gen,hardwired outdoor security camera 1080p hdr video twoway talk with audio advanced 3d motion detection and 110db siren batterypowered indooroutdoor security camera get realtime motion alerts in the ring app
127,home security systems cameras,ring stick up cam battery 3rd gen mounts 3 pack,indoor outdoor plugin security cameras 1080p hd video and twoway talk realtime motion alerts in the ring app includes 3 adjustable mounts easy install on flat surfaces walls or ceilings
128,home security systems cameras,swann 4k uhd 16channel 16poe cameras 2tb nvr wired security system,4k ultra hd color night vision nvr security camera system upto 8mp with 4k output poe home security camera system offers 4x greater clarity than 1080p color night vision up to 32ft with led lights and bw up to 130ft in total darkness plug play poe system a simple wired poe connection provides easy setup on each 4k security camera swann security app allows you to access all your cameras remotely wherever you are playback perform live views on your smart device on ios or android continuous 247 recording enabled with a preinstalled 2tb hdd users are provided an option of 247 continuous recording or swann true detect heat motiontriggered event only recordings get up to 365 days of stored video fewer false alarms with true home detect security cameras
129,home security systems cameras,reolink 4k 16channel 4tb 8cam wired security camera system,record 247 with 4tb storage included capture crisp 12mp uhd details smart detection identifying people vehicles pets hear talk alarm with builtin microphone speaker siren no monthly fees
130,home security systems cameras,google nest cam outdoor or indoor battery 3pack,nest cam battery requires the google home app and a google account alerts for people animals and vehicles 247 hdr video and night vision records up to 1 hour during a wifi or power outage 3 hours of free video history includes 1 indoor charging cable
131,home security systems cameras,blink whole home security camera system bundle,easy setup no wiring required up to twoyears of battery batteries included 360 coverage with mini pantilt camera monitor your home anywhere from the blink app
132,home security systems cameras,lorex 4k fusion 2tb wired nvr security system with four 4k bullet cameras,16 camera capable recorder wired 8 wired 8 fusion wifi nvr enhanced color night vision smart security lighting 167 million colors get alerts that matter to you with person vehicle animal and package detection access all camera features recordings
133,home security systems cameras,feit electric led 1080p hd smart flood security light,no subscription fee required ever always records in 1080p hd video record screen capture and receive instant notifications to your smart device 3000 lumens extra bright adjustable flood light customizable 270 motion detection zone
134,home security systems cameras,arlo pro 3 floodlight camera with solar panel,100 wirefree floodlight camera brightly illuminate your property with 20003000 lumens 2k video with hdr 160 diagonal viewing angle twoway audio smart siren color night vision power with included rechargeable battery and solar panel
135,home security systems cameras,ring security alarm 14piece kit gen 2 with stick up cam smokeco listener and range extender,easy installation no tools required secure doors windows with 8 contact sensors detect motion in 1 room with the motion detector 24hour backup battery
136,home security systems cameras,ring doorwindow alarm sensors 4pack,ring alarm base station required sold separately hear chirps indoors when doors windows open when armed activates ring alarms siren easy installation with no tools required mounts to door window frames
137,home security systems cameras,ring floodlight cam wired plus with chime pro 20 2nd gen,hardwired outdoor security camera with 1080p hd video color night vision twoway talk and 105db siren motionactivated notifications includes ring chime pro to hear alerts inside your home ring chime pro extends wifi coverage for ring devices
138,home security systems cameras,defender sentinel 4k ultra hd poe wired 2tb nvr security system with 16 metal cameras smart human detection color night vision mobile app,clearvu brilliant 4k resolution with crisp audio recording and ip66 weather rated metal cameras with spotlight smart human detection vibrant color night vision up to 100 ft secureguard single cable poecat5 ethernet for easy diy installation free premium defender empower app for remote viewing customizable instant notifications no monthly subscriptions fees or hidden costs ever massive free 2tb builtin storage
139,home security systems cameras,ring stick up cam wired 3rd gen mounts 3 pack,indoor outdoor plugin security cameras 1080p hd video and twoway talk realtime motion alerts in the ring app includes 3 adjustable mounts easy install on flat surfaces walls or ceilings
140,home security systems cameras,ring alarm motion detector 2pack,ring alarm base station required sold separately when armed activates ring alarms siren advanced motion sensitivity prevents false alarms easy installation with no tools required mounts to room corners or flat walls
141,home security systems cameras,defender sentinel 4k ultra hd poe wired 1tb nvr security system with 8 metal cameras smart human detection color night vision mobile app,clearvu brilliant 4k resolution with crisp audio recording and ip66 weather rated metal cameras with spotlight smart human detection vibrant color night vision up to 100 ft secureguard single cable poecat5 ethernet for easy diy installation free premium defender empower app for remote viewing customizable instant notifications no monthly subscriptions fees or hidden costs ever massive free 1tb builtin storage
142,home security systems cameras,wyze cam v3 4pack indooroutdoor security cameras with color night vision,color night vision night time video in full color indooroutdoor wyze cam v3 is ip65 rated motionsound detection receive alerts on wyze app 247 recording with microsd cardsold separately use wyze app to live stream
143,home security systems cameras,arlo pro 4 spotlight 4 camera security bundle,100 wirefree 2k video with hdr and 160 diagonal viewing angle color night vision with integrated spotlight motion detection and alerts weatherresistant
144,home security systems cameras,arlo ultra 2 spotlight camera wire free security system 4 pack with total security mount,includes 4 ultra v2 spotlight cameras 4 batteries 3 outdoor wall mounts 1 total security mount and 1 smarthub 4k video with hd allows you to zoom in to see sharp details integrated spotlight color night vision 180 viewing angle twoway audio siren
145,home security systems cameras,arlo essential wired video doorbell,hd video with night vision wired for continuous charging head to toe view with 11 aspect ratio motion detection and alerts 2way audio
146,home security systems cameras,arlo solar panel charger 2pack,keeps battery charged with direct sunlight weather resistant includes 8foot magnetic power cable and adjustable mount compatible with arlo ultra ultra 2 pro 3 pro 4 pro 5s 2k pro 3 floodlight and go 2 cameras
147,home security systems cameras,feit electric smart video doorbell with wifi camera,look in on your home or office from anywhere in the world integrated ir sensor provides visibility even in the dark automatically records with motion or bell ringing builtin twoway microphone and speaker powered from existing doorbell wiring required
